year,jn_code,hybrid_oa_articles,articles,journal_title,e_issn,oa_mode
2019,ECC,24,223,European Journal of Cancer Care,1365-2354,hybrid oa
2019,ECHO,7,341,Echocardiography,1540-8175,hybrid oa
2019,ECI,13,126,European Journal of Clinical Investigation,1365-2362,hybrid oa
2019,ECIN,7,121,Economic Inquiry,1465-7295,hybrid oa
2019,ECM,9,55,Ecological Monographs,1557-7015,hybrid oa
2019,ECO,6,121,Ecohydrology,1936-0592,hybrid oa
2019,ECOG,68,156,Ecography,1600-0587,hybrid oa
2019,ECOR,1,66,Economic Record,1475-4932,hybrid oa
2019,ECPO,1,22,Economics & Politics,1468-0343,hybrid oa
2019,ECY,41,386,Ecology,1939-9170,hybrid oa
2019,EDE,3,52,Evolution & Development,1525-142X,hybrid oa
2019,EEA,5,122,Entomologia Experimentalis et Applicata,1570-7458,hybrid oa
2019,EEJ,1,79,Electrical Engineering in Japan,1520-6416,hybrid oa
2019,EEN,4,119,Ecological Entomology,1365-2311,hybrid oa
2019,EET,8,40,Environmental Policy and Governance,1756-9338,hybrid oa
2019,EFF,3,66,Ecology of Freshwater Fish,1600-0633,hybrid oa
2019,EIP,7,139,Early Intervention in Psychiatry,1751-7893,hybrid oa
2019,EJE,4,78,European Journal of Dental Education,1600-0579,hybrid oa
2019,EJED,7,52,European Journal of Education,1465-3435,hybrid oa
2019,EJH,19,177,European Journal of Haematology,1600-0609,hybrid oa
2019,EJHF,43,316,European Journal of Heart Failure,1879-0844,hybrid oa
2019,EJI,41,258,European Journal of Immunology,1521-4141,hybrid oa
2019,EJIC,10,713,European Journal of Inorganic Chemistry,1099-0682,hybrid oa
2019,EJLT,14,201,European Journal of Lipid Science and Technology,1438-9312,hybrid oa
2019,EJN,51,321,European Journal of Neuroscience,1460-9568,hybrid oa
2019,EJOC,7,972,European Journal of Organic Chemistry,1099-0690,hybrid oa
2019,EJOP,4,79,European Journal of Philosophy,1468-0378,hybrid oa
2019,EJP,19,176,European Journal of Pain,1532-2149,hybrid oa
2019,EJPR,8,59,European Journal of Political Research,1475-6765,hybrid oa
2019,EJSP,14,92,European Journal of Social Psychology,1099-0992,hybrid oa
2019,EJSS,1,163,European Journal of Soil Science,1365-2389,hybrid oa
2019,ELAN,5,349,Electroanalysis,1521-4109,hybrid oa
2019,ELE,34,234,Ecology Letters,1461-0248,hybrid oa
2019,ELPS,15,382,ELECTROPHORESIS,1522-2683,hybrid oa
2019,EM,11,84,Environmental and Molecular Mutagenesis,1098-2280,hybrid oa
2019,EMBJ,107,281,The EMBO Journal,1460-2075,hybrid oa
2019,EMBR,82,275,EMBO Reports,1469-3178,hybrid oa
2019,EMED,1,66,Early Medieval Europe,1468-0254,hybrid oa
2019,EMI,68,385,Environmental Microbiology,1462-2920,hybrid oa
2019,EMI4,14,81,Environmental Microbiology Reports,1758-2229,hybrid oa
2019,EMM,3,223,Emergency Medicine Australasia,1742-6723,hybrid oa
2019,EMRE,3,40,European Management Review,1740-4762,hybrid oa
2019,ENE,26,273,European Journal of Neurology,1468-1331,hybrid oa
2019,ENR,1,64,Entomological Research,1748-5967,hybrid oa
2019,ENTE,24,484,Energy Technology,2194-4296,hybrid oa
2019,ENV,4,67,Environmetrics,1099-095X,hybrid oa
2019,EOS,12,66,European Journal of Oral Sciences,1600-0722,hybrid oa
2019,EP,1,266,Environmental Progress & Sustainable Energy,1944-7450,hybrid oa
2019,EPA2,3,22,European Policy Analysis,2380-6567,hybrid oa
2019,EPDY,4,39,European Journal of Political Research Political Data Yearbook,2047-8852,hybrid oa
2019,EPH,12,237,Experimental Physiology,1469-445X,hybrid oa
2019,EPI,37,318,Epilepsia,1528-1167,hybrid oa
2019,EPP,1,106,EPPO Bulletin,1365-2338,hybrid oa
2019,EQE,1,92,Earthquake Engineering & Structural Dynamics,1096-9845,hybrid oa
2019,ER,2,716,International Journal of Energy Research,1099-114X,hybrid oa
2019,ERE,13,107,Ecological Research,1440-1703,hybrid oa
2019,ERV,4,53,European Eating Disorders Review,1099-0968,hybrid oa
2019,ESP,23,222,Earth Surface Processes and Landforms,1096-9837,hybrid oa
2019,EST2,1,86,Energy Storage,2578-4862,hybrid oa
2019,ETC,33,309,Environmental Toxicology and Chemistry,1552-8618,hybrid oa
2019,ETEP,1,325,International Transactions on Electrical Energy Systems,2050-7038,hybrid oa
2019,ETH,10,166,Ethology,1439-0310,hybrid oa
2019,EUCH,1,35,EuroChoices,1746-692X,hybrid oa
2019,EUFM,2,45,European Financial Management,1468-036X,hybrid oa
2019,EULJ,3,50,European Law Journal,1468-0386,hybrid oa
2019,EVAN,4,54,Evolutionary Anthropology,1520-6505,hybrid oa
2019,EVE,4,212,Equine Veterinary Education,2042-3292,hybrid oa
2019,EVJ,9,218,Equine Veterinary Journal,2042-3306,hybrid oa
2019,EVO,30,238,Evolution,1558-5646,hybrid oa
2019,EXD,10,238,Experimental Dermatology,1600-0625,hybrid oa
2019,EXSY,2,140,Expert Systems,1468-0394,hybrid oa
2019,FAAM,3,36,Financial Accountability & Management,1468-0408,hybrid oa
2019,FAF,20,89,Fish and Fisheries,1467-2979,hybrid oa
2019,FAM,6,109,Fire and Materials,1099-1018,hybrid oa
2019,FAMP,1,94,Family Process,1545-5300,hybrid oa
2019,FARE,2,73,Family Relations,1741-3729,hybrid oa
2019,FCP,2,96,Fundamental & Clinical Pharmacology,1472-8206,hybrid oa
2019,FEB2,49,407,FEBS Letters,1873-3468,hybrid oa
2019,FEBS,53,446,The FEBS Journal,1742-4658,hybrid oa
2019,FEC,25,239,Functional Ecology,1365-2435,hybrid oa
2019,FEE,11,160,Frontiers in Ecology and the Environment,1540-9309,hybrid oa
2019,FFE,10,211,Fatigue & Fracture of Engineering Materials & Structures,1460-2695,hybrid oa
2019,FFO2,2,21,Futures & Foresight Science,2573-5152,hybrid oa
2019,FISC,1,16,Fiscal Studies,1475-5890,hybrid oa
2019,FLD,3,131,International Journal for Numerical Methods in Fluids,1097-0363,hybrid oa
2019,FME,3,78,Fisheries Management and Ecology,1365-2400,hybrid oa
2019,FMII,1,21,"Financial Markets, Institutions & Instruments",1468-0416,hybrid oa
2019,FOG,2,43,Fisheries Oceanography,1365-2419,hybrid oa
2019,FOR,5,75,Journal of Forecasting,1099-131X,hybrid oa
2019,FSB2,41,1369,The FASEB Journal,1530-6860,hybrid oa
2019,FSH,3,185,Fisheries,1548-8446,hybrid oa
2019,FUCE,5,80,Fuel Cells,1615-6854,hybrid oa
2019,FUT,3,101,The Journal of Futures Markets,1096-9934,hybrid oa
2019,FWB,19,225,Freshwater Biology,1365-2427,hybrid oa
2019,GAMM,7,31,GAMM - Mitteilungen,1522-2608,hybrid oa
2019,GBB,10,81,"Genes, Brain and Behavior",1601-183X,hybrid oa
2019,GBC,30,109,Global Biogeochemical Cycles,1944-9224,hybrid oa
2019,GBI,8,46,Geobiology,1472-4669,hybrid oa
2019,GCB,76,404,Global Change Biology,1365-2486,hybrid oa
2019,GCC,13,124,"Genes, Chromosomes and Cancer",1098-2264,hybrid oa
2019,GEA,3,59,Geoarchaeology,1520-6548,hybrid oa
2019,GEAN,2,40,Geographical Analysis,1538-4632,hybrid oa
2019,GEB,23,175,Global Ecology and Biogeography,1466-8238,hybrid oa
2019,GEC3,5,49,Geography Compass (Electronic),1749-8198,hybrid oa
2019,GEER,1,34,German Economic Review,1468-0475,hybrid oa
2019,GEND,3,36,Gender & History,1468-0424,hybrid oa
2019,GEOJ,5,49,The Geographical Journal,1475-4959,hybrid oa
2019,GEPI,9,81,Genetic Epidemiology,1098-2272,hybrid oa
2019,GER,1,65,Gerodontology,1741-2358,hybrid oa
2019,GERE,2,85,Geographical Review,1931-0846,hybrid oa
2019,GFS,3,62,Grass and Forage Science,1365-2494,hybrid oa
2019,GGGE,54,335,"Geochemistry, Geophysics, Geosystems",1525-2027,hybrid oa
2019,GGI,14,250,Geriatrics & Gerontology International,1447-0594,hybrid oa
2019,GGR,6,60,Geostandards & Geoanalytical Research,1751-908X,hybrid oa
2019,GHG,2,100,Greenhouse Gases: Science and Technology,2152-3878,hybrid oa
2019,GLAL,3,37,German Life and Letters,1468-0483,hybrid oa
2019,GLIA,45,203,Glia,1098-1136,hybrid oa
2019,GLOB,9,47,Global Networks,1471-0374,hybrid oa
2019,GOVE,5,67,Governance,1468-0491,hybrid oa
2019,GPOL,17,147,Global Policy,1758-5899,hybrid oa
2019,GPR,18,187,Geophysical Prospecting,1365-2478,hybrid oa
2019,GPS,19,206,International Journal of Geriatric Psychiatry,1099-1166,hybrid oa
2019,GRL,368,1632,Geophysical Research Letters,1944-8007,hybrid oa
2019,GROW,4,72,Growth and Change,1468-2257,hybrid oa
2019,GRS,1,41,Grassland Science,1744-697X,hybrid oa
2019,GSJ,2,33,Global Strategy Journal,2042-5805,hybrid oa
2019,GTC,4,79,Genes to Cells,1365-2443,hybrid oa
2019,GWAO,3,103,"Gender, Work & Organisation",1468-0432,hybrid oa
2019,GWAT,14,122,Groundwater,1745-6584,hybrid oa
2019,GWMR,4,47,Groundwater Monitoring & Remediation,1745-6592,hybrid oa
2019,HAE,22,247,Haemophilia,1365-2516,hybrid oa
2019,HBE2,3,57,Human Behavior and Emerging Technologies,2578-1863,hybrid oa
2019,HDI,2,106,Hemodialysis International,1542-4758,hybrid oa
2019,HEAD,27,259,Headache: The Journal of Head and Face Pain,1526-4610,hybrid oa
2019,HEC,19,120,Health Economics,1099-1050,hybrid oa
2019,HED,28,508,Head & Neck,1097-0347,hybrid oa
2019,HEL,7,100,Helicobacter,1523-5378,hybrid oa
2019,HEP,57,778,Hepatology,1527-3350,hybrid oa
2019,HEPR,12,162,Hepatology Research,1872-034X,hybrid oa
2019,HEQU,4,48,Higher Education Quarterly,1468-2273,hybrid oa
2019,HER,2,118,The Economic History Review,1468-0289,hybrid oa
2019,HESR,23,142,Health Services Research,1475-6773,hybrid oa
2019,HIC3,2,57,History Compass,1478-0542,hybrid oa
2019,HIPO,12,125,Hippocampus,1098-1063,hybrid oa
2019,HIR,1,47,Health Information and Libraries Journal,1471-1842,hybrid oa
2019,HIS,25,276,Histopathology,1365-2559,hybrid oa
2019,HISR,3,45,Historical Research,1468-2281,hybrid oa
2019,HIST,4,152,History,1468-229X,hybrid oa
2019,HITH,3,50,History and Theory,1468-2303,hybrid oa
2019,HIV,16,138,HIV Medicine,1468-1293,hybrid oa
2019,HLCA,3,102,Helvetica Chimica Acta,1522-2675,hybrid oa
2019,HOJO,1,47,The Howard Journal of Crime and Justice,2059-1101,hybrid oa
2019,HON,8,687,Hematological Oncology,1099-1069,hybrid oa
2019,HPJA,3,90,Health Promotion Journal of Australia,2201-1617,hybrid oa
2019,HPM,20,237,The International Journal of Health Planning and Management,1099-1751,hybrid oa
2019,HRDQ,2,39,Human Resource Development Quarterly,1532-1096,hybrid oa
2019,HRM,4,52,Human Resource Management,1099-050X,hybrid oa
2019,HRMJ,6,44,Human Resource Management Journal,1748-8583,hybrid oa
2019,HSC,30,226,Health and Social Care in the Community,1365-2524,hybrid oa
2019,HTJ,1,240,Heat Transfer - Asian Research,1523-1496,hybrid oa
2019,HUMU,42,272,Human Mutation,1098-1004,hybrid oa
2019,HYP,28,305,Hydrological Processes,1099-1085,hybrid oa
2019,IAR,4,44,Island Arc,1440-1738,hybrid oa
2019,IBI,8,102,Ibis,1474-919X,hybrid oa
2019,ICAD,4,62,Insect Conservation and Diversity,1752-4598,hybrid oa
2019,ICD,2,47,Infant and Child Development,1522-7219,hybrid oa
2019,ICS,10,83,International Journal of Cosmetic Science,1468-2494,hybrid oa
2019,IDH,10,49,International Journal of Dental Hygiene,1601-5037,hybrid oa
2019,IDJ,1,72,International Dental Journal,1875-595X,hybrid oa
2019,IDT,3,108,International Journal of Dairy Technology,1471-0307,hybrid oa
2019,IEAM,23,127,Integrated Environmental Assessment and Management,1551-3793,hybrid oa
2019,IEJ,3,181,International Endodontic Journal,1365-2591,hybrid oa
2019,IIR,2,31,International Insolvency Review,1099-1107,hybrid oa
2019,IJAC,2,291,International Journal of Applied Ceramic Technology,1744-7402,hybrid oa
2019,IJAG,5,70,International Journal of Applied Glass Science,2041-1294,hybrid oa
2019,IJAL,2,32,International Journal of Applied Linguistics,1473-4192,hybrid oa
2019,IJC,146,847,International Journal of Cancer,1097-0215,hybrid oa
2019,IJCP,7,162,International Journal of Clinical Practice,1742-1241,hybrid oa
2019,IJCS,2,53,International Journal of Consumer Studies,1470-6431,hybrid oa
2019,IJD,5,400,International Journal of Dermatology,1365-4632,hybrid oa
2019,IJFE,1,90,International Journal of Finance & Economics,1099-1158,hybrid oa
2019,IJFS,11,404,International Journal of Food Science & Technology,1365-2621,hybrid oa
2019,IJGO,31,321,International Journal of Gynecology &Obstetrics,1879-3479,hybrid oa
2019,IJI,1,58,International Journal of Immunogenetics,1744-313X,hybrid oa
2019,IJJS,1,20,International Journal of Japanese Sociology,1475-6781,hybrid oa
2019,IJLH,7,187,International Journal of Laboratory Hematology,1751-553X,hybrid oa
2019,IJMR,4,25,International Journal of Management Reviews,1468-2370,hybrid oa
2019,IJN,3,86,International Journal of Nursing Practice,1440-172X,hybrid oa
2019,IJNA,1,52,International Journal of Nautical Archaeology,1095-9270,hybrid oa
2019,IJOP,2,85,International Journal of Psychology,1464-066X,hybrid oa
2019,IJPO,12,108,Pediatric Obesity,2047-6310,hybrid oa
2019,IJPP,7,93,International Journal of Pharmacy Practice,2042-7174,hybrid oa
2019,IJSA,5,51,International Journal of Selection and Assessment,1468-2389,hybrid oa
2019,IJSW,1,42,International Journal of Social Welfare,1468-2397,hybrid oa
2019,IJU,5,277,International Journal of Urology,1442-2042,hybrid oa
2019,IJUR,3,123,International Journal of Urban and Regional Research,1468-2427,hybrid oa
2019,IMA,1,92,International Journal of Imaging Systems and Technology,1098-1098,hybrid oa
2019,IMB,5,76,Insect Molecular Biology,1365-2583,hybrid oa
2019,IMCB,8,88,Immunology & Cell Biology,1440-1711,hybrid oa
2019,IMHJ,9,75,Infant Mental Health Journal,1097-0355,hybrid oa
2019,IMIG,12,145,International Migration,1468-2435,hybrid oa
2019,IMJ,2,515,Internal Medicine Journal,1445-5994,hybrid oa
2019,IMM,13,132,Immunology,1365-2567,hybrid oa
2019,IMR,9,97,Immunological Reviews,1600-065X,hybrid oa
2019,INA,11,106,Indoor Air,1600-0668,hybrid oa
2019,INFA,3,40,Infancy,1532-7078,hybrid oa
2019,INM,5,118,International Journal of Mental Health Nursing,1447-0349,hybrid oa
2019,INR,2,73,International Nursing Review,1466-7657,hybrid oa
2019,INS,1,88,Insect Science,1744-7917,hybrid oa
2019,INSR,3,44,International Statistical Review,1751-5823,hybrid oa
2019,INZ2,4,76,Integrative Zoology,1749-4877,hybrid oa
2019,IPD,2,148,International Journal of Paediatric Dentistry,1365-263X,hybrid oa
2019,IRJ,4,38,Industrial Relations Journal,1468-2338,hybrid oa
2019,ISD2,3,58,The Electronic Journal of Information Systems in Developing Countries,1681-4835,hybrid oa
2019,ISJ,3,44,Information Systems Journal,1365-2575,hybrid oa
2019,ISSR,1,33,International Social Security Review,1468-246X,hybrid oa
2019,IUB,9,222,IUBMB Life,1521-6551,hybrid oa
2019,IVB,1,39,Invertebrate Biology,1744-7410,hybrid oa
2019,IWJ,16,239,International Wound Journal,1742-481X,hybrid oa
2019,IZY,2,32,International Zoo Yearbook,1748-1090,hybrid oa
2019,JAAC,2,76,The Journal of Aesthetics and Art Criticism,1540-6245,hybrid oa
2019,JAAL,1,97,Journal of Adolescent & Adult Literacy,1936-2706,hybrid oa
2019,JABR,1,22,Journal of Applied Biobehavioral Research,1751-9861,hybrid oa
2019,JAC,3,59,Journal of Agronomy and Crop Science,1439-037X,hybrid oa
2019,JACE,17,706,Journal of the American Ceramic Society,1551-2916,hybrid oa
2019,JACF,1,58,Journal of Applied Corporate Finance,1745-6622,hybrid oa
2019,JAE,5,66,Journal of Applied Econometrics,1099-1255,hybrid oa
2019,JAGE,9,49,Journal of Agricultural Economics,1477-9552,hybrid oa
2019,JAI,1,133,Journal of Applied Ichthyology,1439-0426,hybrid oa
2019,JAM,19,391,Journal of Applied Microbiology,1365-2672,hybrid oa
2019,JAN,21,387,Journal of Advanced Nursing,1365-2648,hybrid oa
2019,JANE,34,229,Journal of Animal Ecology,1365-2656,hybrid oa
2019,JAPP,2,56,Journal of Applied Philosophy,1468-5930,hybrid oa
2019,JAR,20,138,Journal of Applied Research in Intellectual Disabilities,1468-3148,hybrid oa
2019,JASP,4,84,Journal of Applied Social Psychology,1559-1816,hybrid oa
2019,JAT,8,136,Journal of Applied Toxicology,1099-1263,hybrid oa
2019,JAV,10,86,Journal of Avian Biology,1600-048X,hybrid oa
2019,JAWR,5,103,Journal of the American Water Resources Association,1752-1688,hybrid oa
2019,JBFA,1,53,Journal of Business Finance & Accounting,1468-5957,hybrid oa
2019,JBG,4,88,Journal of Animal Breeding and Genetics,1439-0388,hybrid oa
2019,JBI,30,282,Journal of Biogeography,1365-2699,hybrid oa
2019,JBIO,44,363,Journal of Biophotonics,1864-0648,hybrid oa
2019,JBL,1,30,Journal of Business Logistics,2158-1592,hybrid oa
2019,JBM,15,275,Journal of Biomedical Materials Research Part A,1552-4965,hybrid oa
2019,JBMB,13,246,Journal of Biomedical Materials Research Part B: Applied Biomaterials,1552-4981,hybrid oa
2019,JBMR,30,304,Journal of Bone and Mineral Research,1523-4681,hybrid oa
2019,JBT,1,153,Journal of Biochemical and Molecular Toxicology,1099-0461,hybrid oa
2019,JCA,3,69,Journal of Clinical Apheresis,1098-1101,hybrid oa
2019,JCAF,1,67,Journal of Corporate Accounting & Finance,1097-0053,hybrid oa
2019,JCAL,10,66,Journal of Computer Assisted Learning,1365-2729,hybrid oa
2019,JCB,24,1287,Journal of Cellular Biochemistry,1097-4644,hybrid oa
2019,JCC,14,305,Journal of Computational Chemistry,1096-987X,hybrid oa
2019,JCCM,3,30,Journal of Contingencies and Crisis Management,1468-5973,hybrid oa
2019,JCD,3,65,Journal of Combinatorial Designs,1520-6610,hybrid oa
2019,JCE,24,508,Journal of Cardiovascular Electrophysiology,1540-8167,hybrid oa
2019,JCH,12,303,The Journal of Clinical Hypertension,1751-7176,hybrid oa
2019,JCLP,8,175,Journal of Clinical Psychology,1097-4679,hybrid oa
2019,JCMS,15,162,JCMS: Journal of Common Market Studies,1468-5965,hybrid oa
2019,JCOP,3,149,Journal of Community Psychology,1520-6629,hybrid oa
2019,JCP,48,1436,Journal of Cellular Physiology,1097-4652,hybrid oa
2019,JCPE,15,191,Journal of Clinical Periodontology,1600-051X,hybrid oa
2019,JCPH,32,190,Journal of Clinical Pharmacology,1552-4604,hybrid oa
2019,JCPT,9,179,Journal of Clinical Pharmacy and Therapeutics,1365-2710,hybrid oa
2019,JCPY,1,67,Journal of Consumer Psychology,1532-7663,hybrid oa
2019,JCTB,12,423,Journal of Chemical Technology and Biotechnology,1097-4660,hybrid oa
2019,JCU,1,130,Journal of Clinical Ultrasound,1097-0096,hybrid oa
2019,JDB,9,133,Journal of Diabetes,1753-0407,hybrid oa
2019,JDE,22,457,The Journal of Dermatology,1346-8138,hybrid oa
2019,JDN,3,91,International Journal of Developmental Neuroscience,1873-474X,hybrid oa
2019,JDV,64,778,Journal of the European Academy of Dermatology and Venereology,1468-3083,hybrid oa
2019,JEB,23,153,Journal of Evolutionary Biology,1420-9101,hybrid oa
2019,JEBM,4,35,Journal of Evidence-Based Medicine,1756-5391,hybrid oa
2019,JEC,20,201,Journal of Ecology,1365-2745,hybrid oa
2019,JECS,5,69,Journal For Eighteenth-Century Studies,1754-0208,hybrid oa
2019,JEE,1,55,Journal of Engineering Education,2168-9830,hybrid oa
2019,JELS,3,35,Journal of Empirical Legal Studies,1740-1461,hybrid oa
2019,JEMS,2,34,Journal of Economics & Management Strategy,1530-9134,hybrid oa
2019,JEMT,2,236,Microscopy Research and Technique,1097-0029,hybrid oa
2019,JEN,10,120,Journal of Applied Entomology,1439-0418,hybrid oa
2019,JEP,17,239,Journal of Evaluation in Clinical Practice,1365-2753,hybrid oa
2019,JERD,3,98,Journal of Esthetic and Restorative Dentistry,1708-8240,hybrid oa
2019,JFB,8,319,Journal of Fish Biology,1095-8649,hybrid oa
2019,JFD,13,189,Journal of Fish Diseases,1365-2761,hybrid oa
2019,JFDS,12,469,Journal of Food Science,1750-3841,hybrid oa
2019,JFO,5,288,Journal of Forensic Sciences,1556-4029,hybrid oa
2019,JFPE,3,361,Journal of Food Process Engineering,1745-4530,hybrid oa
2019,JFPP,2,502,Journal of Food Processing and Preservation,1745-4549,hybrid oa
2019,JFS,1,136,Journal of Food Safety,1745-4565,hybrid oa
2019,JGC4,5,139,Journal of Genetic Counseling,1573-3599,hybrid oa
2019,JGH,6,384,Journal of Gastroenterology and Hepatology,1440-1746,hybrid oa
2019,JGM,5,82,The Journal of Gene Medicine,1521-2254,hybrid oa
2019,JGRA,85,736,Journal of Geophysical Research: Space Physics,2169-9402,hybrid oa
2019,JGRB,95,735,Journal of Geophysical Research: Solid Earth,2169-9356,hybrid oa
2019,JGRC,100,527,Journal of Geophysical Research: Oceans,2169-9291,hybrid oa
2019,JGRD,134,810,Journal of Geophysical Research: Atmospheres,2169-8996,hybrid oa
2019,JGRE,27,204,Journal of Geophysical Research: Planets,2169-9100,hybrid oa
2019,JGRF,34,170,Journal of Geophysical Research: Earth Surface,2169-9011,hybrid oa
2019,JGRG,33,254,Journal of Geophysical Research: Biogeosciences,2169-8961,hybrid oa
2019,JGS,11,567,Journal of American Geriatrics Society,1532-5415,hybrid oa
2019,JGT,6,97,Journal of Graph Theory,1097-0118,hybrid oa
2019,JHBP,4,105,Journal of Hepato-Biliary-Pancreatic Sciences,1868-6982,hybrid oa
2019,JHBS,2,65,Journal of the History of the Behavioral Sciences,1520-6696,hybrid oa
2019,JHN,8,110,Journal of Human Nutrition and Dietetics,1365-277X,hybrid oa
2019,JICD,3,92,Journal of Investigative and Clinical Dentistry,2041-1626,hybrid oa
2019,JID,2,42,Journal of International Development,1099-1328,hybrid oa
2019,JIEC,18,98,Journal of Industrial Ecology,1530-9290,hybrid oa
2019,JIFM,1,15,Journal of International Financial Management & Accounting,1467-646X,hybrid oa
2019,JIMD,38,177,Journal of Inherited Metabolic Disease,1573-2665,hybrid oa
2019,JIP,1,21,Journal of Investigative Psychology and Offender Profiling,1544-4767,hybrid oa
2019,JIPB,7,159,Journal of Integrative Plant Biology,1744-7909,hybrid oa
2019,JIR,8,125,Journal of Intellectual Disability Research,1365-2788,hybrid oa
2019,JJNS,2,66,Japan Journal of Nursing Science,1742-7924,hybrid oa
2019,JLB,22,229,Journal of Leukocyte Biology,1938-3673,hybrid oa
2019,JLCD,5,67,International Journal of Language & CommunicationDisorders,1460-6984,hybrid oa
2019,JLCR,1,118,Journal of Labelled Compounds and Radiopharmaceuticals,1099-1344,hybrid oa
2019,JLMS,3,93,Journal of the London Mathematical Society,1469-7750,hybrid oa
2019,JLS,3,64,Journal of Leadership Studies,1935-262X,hybrid oa
2019,JMG,2,52,Journal of Metamorphic Geology,1525-1314,hybrid oa
2019,JMI,8,80,Journal of Microscopy,1365-2818,hybrid oa
2019,JMOR,6,161,Journal of Morphology,1097-4687,hybrid oa
2019,JMP,2,59,Journal of Medical Primatology,1600-0684,hybrid oa
2019,JMR,1,53,Journal of Molecular Recognition,1099-1352,hybrid oa
2019,JMRI,36,434,Journal of Magnetic Resonance Imaging,1522-2586,hybrid oa
2019,JMS,1,163,Journal of Mass Spectrometry,1096-9888,hybrid oa
2019,JMV,20,278,Journal of Medical Virology,1096-9071,hybrid oa
2019,JMWH,2,131,Journal of Midwifery & Women's Health,1542-2011,hybrid oa
2019,JNC,22,303,Journal of Neurochemistry,1471-4159,hybrid oa
2019,JNE,19,163,Journal of Neuroendocrinology,1365-2826,hybrid oa
2019,JNM,2,154,"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",1099-1204,hybrid oa
2019,JNP,2,23,Journal of Neuropsychology,1748-6653,hybrid oa
2019,JNR,9,192,Journal of Neuroscience Research,1097-4547,hybrid oa
2019,JNS,4,65,Journal of the Peripheral Nervous System,1529-8027,hybrid oa
2019,JNU,2,82,Journal of Nursing Scholarship,1547-5069,hybrid oa
2019,JOA,30,215,Journal of Anatomy,1469-7580,hybrid oa
2019,JOAC,3,49,Journal of Agrarian Change,1471-0366,hybrid oa
2019,JOAP,1,90,Journal of Analytical Psychology,1468-5922,hybrid oa
2019,JOB,6,67,Journal of Organizational Behavior,1099-1379,hybrid oa
2019,JOC,58,488,International Journal of Climatology,1097-0088,hybrid oa
2019,JOCA,3,58,Journal of Consumer Affairs,1745-6606,hybrid oa
2019,JOCB,4,41,The Journal of Creative Behavior,2162-6057,hybrid oa
2019,JOCD,20,410,Journal of Cosmetic Dermatology,1473-2165,hybrid oa
2019,JOCN,20,412,Journal of Clinical Nursing,1365-2702,hybrid oa
2019,JOCS,16,433,Journal of Cardiac Surgery,1540-8191,hybrid oa
2019,JOES,6,49,Journal of Economic Surveys,1467-6419,hybrid oa
2019,JOFI,1,121,The Journal of Finance,1540-6261,hybrid oa
2019,JOFO,2,46,Journal of Field Ornithology,1557-9263,hybrid oa
2019,JOFT,1,35,Journal of Family Therapy,1467-6427,hybrid oa
2019,JOG,8,273,Journal of Obstetrics and Gynaecology Research,1447-0756,hybrid oa
2019,JOHS,2,38,Journal of Historical Sociology,1467-6443,hybrid oa
2019,JOID,1,21,Journal of Interior Design,1939-1668,hybrid oa
2019,JOIM,22,146,Journal of Internal Medicine,1365-2796,hybrid oa
2019,JOLS,4,60,Journal of Law and Society,1467-6478,hybrid oa
2019,JOMF,6,80,Journal of Marriage and Family,1741-3737,hybrid oa
2019,JOMS,8,69,Journal of Management Studies,1467-6486,hybrid oa
2019,JON,7,93,Journal of Neuroimaging,1552-6569,hybrid oa
2019,JONM,10,207,Journal of Nursing Management,1365-2834,hybrid oa
2019,JOOM,8,70,Journal of Operations Management,1873-1317,hybrid oa
2019,JOOP,7,52,Journal of Occupational and Organizational Psychology,2044-8325,hybrid oa
2019,JOOR,15,176,Journal of Oral Rehabilitation,1365-2842,hybrid oa
2019,JOP,1,174,Journal of Oral Pathology & Medicine,1600-0714,hybrid oa
2019,JOPP,2,35,The Journal of Political Philosophy,1467-9760,hybrid oa
2019,JOPR,1,117,Journal of Prosthodontics,1532-849X,hybrid oa
2019,JOPY,5,88,Journal of Personality,1467-6494,hybrid oa
2019,JOR,42,393,Journal of Orthopaedic Research ®,1554-527X,hybrid oa
2019,JORA,5,96,Journal of Research On Adolescence,1532-7795,hybrid oa
2019,JORC,2,43,Journal of Renal Care,1755-6686,hybrid oa
2019,JORI,2,34,Journal of Risk and Insurance,1539-6975,hybrid oa
2019,JORS,4,55,Journal Of Regional Science,1467-9787,hybrid oa
2019,JOSH,3,137,Journal of School Health,1746-1561,hybrid oa
2019,JOSI,1,64,Journal of Social Issues,1540-4560,hybrid oa
2019,JOSL,6,83,Journal of Sociolinguistics,1467-9841,hybrid oa
2019,JOSP,6,49,Journal of Social Philosophy,1467-9833,hybrid oa
2019,JOSS,1,71,Journal of Sensory Studies,1745-459X,hybrid oa
2019,JPC,3,803,Journal of Paediatrics and Child Health,1440-1754,hybrid oa
2019,JPE,45,238,Journal of Applied Ecology,1365-2664,hybrid oa
2019,JPEN,5,154,Journal of Parenteral and Enteral Nutrition,1941-2444,hybrid oa
2019,JPER,4,187,Journal of Periodontology,1943-3670,hybrid oa
2019,JPET,4,71,Journal of Public Economic Theory,1467-9779,hybrid oa
2019,JPH,1,92,Journal of Phytopathology,1439-0434,hybrid oa
2019,JPHP,3,163,Journal of Pharmacy and Pharmacology,2042-7158,hybrid oa
2019,JPI,5,90,Journal of Pineal Research,1600-079X,hybrid oa
